Time,gen
6/2/2019 0:00,93.82918528
6/3/2019 0:00,150.2495153
6/4/2019 0:00,105.0327403
6/5/2019 0:00,164.3316303
6/6/2019 0:00,148.8562693
6/7/2019 0:00,88.37848528
6/8/2019 0:00,153.20981
6/9/2019 0:00,136.038911
6/10/2019 0:00,135.846117
6/11/2019 0:00,75.42368001
6/12/2019 0:00,103.368152
6/13/2019 0:00,103.898275
6/14/2019 0:00,97.51213901
6/15/2019 0:00,100.622194
6/16/2019 0:00,129.902721
6/17/2019 0:00,124.041454
6/18/2019 0:00,107.574963
6/19/2019 0:00,101.516664
6/20/2019 0:00,151.623906
6/21/2019 0:00,164.167409
6/22/2019 0:00,183.499178
6/23/2019 0:00,110.30488
6/24/2019 0:00,143.03121
6/25/2019 0:00,91.50571201
6/26/2019 0:00,95.32335501
6/27/2019 0:00,180.104521
6/28/2019 0:00,174.699471
6/29/2019 0:00,167.880269
6/30/2019 0:00,140.252668
7/1/2019 0:00,133.686472
7/2/2019 0:00,169.018951
7/3/2019 0:00,163.935054
7/4/2019 0:00,180.745573
7/5/2019 0:00,161.696354
7/6/2019 0:00,158.962595
7/7/2019 0:00,168.964497
7/8/2019 0:00,147.472749
7/9/2019 0:00,140.434501
7/10/2019 0:00,163.367977
7/11/2019 0:00,121.062081
7/12/2019 0:00,162.329132
7/13/2019 0:00,105.444916
7/14/2019 0:00,142.730128
7/15/2019 0:00,173.8371
7/16/2019 0:00,164.901573
7/17/2019 0:00,147.902052
7/18/2019 0:00,137.026236
7/19/2019 0:00,80.30004501
7/20/2019 0:00,144.574949
7/21/2019 0:00,131.205158
7/22/2019 0:00,110.300324
7/23/2019 0:00,164.857068
7/24/2019 0:00,170.984348
7/25/2019 0:00,158.715963
7/26/2019 0:00,133.916332
7/27/2019 0:00,127.992455
7/28/2019 0:00,160.755883
7/29/2019 0:00,165.818367
7/30/2019 0:00,119.576332
7/31/2019 0:00,146.275982
8/1/2019 0:00,133.249245
8/2/2019 0:00,137.107473
8/3/2019 0:00,117.07409
8/4/2019 0:00,109.835568
8/5/2019 0:00,143.586676
8/6/2019 0:00,107.33295
8/7/2019 0:00,135.33283
8/8/2019 0:00,144.570806
8/9/2019 0:00,119.819692
8/10/2019 0:00,101.026335
8/11/2019 0:00,125.086398
8/12/2019 0:00,129.943895
8/13/2019 0:00,148.923587
8/14/2019 0:00,76.79572401
8/15/2019 0:00,153.136714
8/16/2019 0:00,80.86537801
8/17/2019 0:00,144.046281
8/18/2019 0:00,138.936937
8/19/2019 0:00,121.973989
8/20/2019 0:00,153.38461
8/21/2019 0:00,144.092519
8/22/2019 0:00,115.551271
8/23/2019 0:00,133.948161
8/24/2019 0:00,141.700776
8/25/2019 0:00,140.36158
8/26/2019 0:00,120.098958
8/27/2019 0:00,110.933222
8/28/2019 0:00,109.315915
8/29/2019 0:00,129.589096
8/30/2019 0:00,129.681278
8/31/2019 0:00,111.523252
9/1/2019 0:00,139.803937
9/2/2019 0:00,134.50752
9/3/2019 0:00,94.42669701
9/4/2019 0:00,138.653321
9/5/2019 0:00,111.370611
9/6/2019 0:00,74.00918583
9/7/2019 0:00,69.90610733
9/8/2019 0:00,90.62729533
9/9/2019 0:00,20.95833333
9/10/2019 0:00,20.95833333
9/11/2019 0:00,20.95833333
9/12/2019 0:00,20.95833333
9/13/2019 0:00,20.95833333
9/14/2019 0:00,20.95833333
9/15/2019 0:00,20.95833333
9/16/2019 0:00,20.95833333
9/17/2019 0:00,20.95833333
9/18/2019 0:00,86.25408533
9/19/2019 0:00,84.76512633
9/20/2019 0:00,85.37983033
9/21/2019 0:00,82.01243933
9/22/2019 0:00,51.05936933
9/23/2019 0:00,63.18833033
9/24/2019 0:00,51.92801833
9/25/2019 0:00,71.83812033
9/26/2019 0:00,69.86250633
9/27/2019 0:00,57.72497633
9/28/2019 0:00,53.01741233
9/29/2019 0:00,52.57141133
9/30/2019 0:00,39.29115233
10/1/2019 0:00,50.03069233
10/2/2019 0:00,76.85864633
10/3/2019 0:00,44.19424233
10/4/2019 0:00,39.83126333
10/5/2019 0:00,52.64111733
10/6/2019 0:00,76.23698033
10/7/2019 0:00,30.99315733
10/8/2019 0:00,52.21686933
10/9/2019 0:00,53.99408033
10/10/2019 0:00,46.49231933
10/11/2019 0:00,35.00717333
10/12/2019 0:00,43.39771533
10/13/2019 0:00,37.23732233
10/14/2019 0:00,32.10502533
10/15/2019 0:00,46.10397333
10/16/2019 0:00,20.95833333
10/17/2019 0:00,20.95833333
10/18/2019 0:00,20.95833333
10/19/2019 0:00,57.11670633
10/20/2019 0:00,42.89857933
10/21/2019 0:00,39.60183333
10/22/2019 0:00,57.09148333
10/23/2019 0:00,43.59308333
10/24/2019 0:00,36.71090833
10/25/2019 0:00,29.59572233
10/26/2019 0:00,23.91219833
10/27/2019 0:00,56.30664622
10/28/2019 0:00,48.01828433
10/29/2019 0:00,38.85731233
10/30/2019 0:00,39.87300633
10/31/2019 0:00,28.45791633
11/1/2019 0:00,36.37382333
11/2/2019 0:00,38.00532833
11/3/2019 0:00,36.61066333
11/4/2019 0:00,42.93586933
11/5/2019 0:00,31.96712233
11/6/2019 0:00,32.64094033
11/7/2019 0:00,40.97686333
11/8/2019 0:00,43.51651333
11/9/2019 0:00,25.89688433
11/10/2019 0:00,36.35180133
11/11/2019 0:00,43.78797733
11/12/2019 0:00,41.13151133
11/13/2019 0:00,36.19443733
11/14/2019 0:00,24.19980733
11/15/2019 0:00,27.13471733
11/16/2019 0:00,39.67910233
11/17/2019 0:00,30.11541833
11/18/2019 0:00,41.81010033
11/19/2019 0:00,37.81788333
11/20/2019 0:00,34.32458133
11/21/2019 0:00,24.95507133
11/22/2019 0:00,24.32028133
11/23/2019 0:00,24.99953733
11/24/2019 0:00,27.02033833
11/25/2019 0:00,28.26846733
11/26/2019 0:00,28.95383633
11/27/2019 0:00,30.56349133
11/28/2019 0:00,37.22599233
11/29/2019 0:00,37.67182133
11/30/2019 0:00,20.95833333
12/1/2019 0:00,30.65908433
12/2/2019 0:00,36.06702233
12/3/2019 0:00,20.95833333
12/4/2019 0:00,38.57212633
12/5/2019 0:00,34.71285233
12/6/2019 0:00,29.18907733
12/7/2019 0:00,32.08325733
12/8/2019 0:00,32.82663433
12/9/2019 0:00,34.91273833
12/10/2019 0:00,22.72297733
12/11/2019 0:00,29.05613267
12/12/2019 0:00,16.707819
12/13/2019 0:00,23.992485
12/14/2019 0:00,25.735827
12/15/2019 0:00,25.885197
12/16/2019 0:00,23.373778
12/17/2019 0:00,16.885401
12/18/2019 0:00,17.864642
12/19/2019 0:00,16.550254
12/20/2019 0:00,13
12/21/2019 0:00,13
12/22/2019 0:00,13
12/23/2019 0:00,13
12/24/2019 0:00,23.042615
12/25/2019 0:00,26.922956
12/26/2019 0:00,16.887196
12/27/2019 0:00,17.853971
12/28/2019 0:00,23.597939
12/29/2019 0:00,20.74778
12/30/2019 0:00,22.582678
12/31/2019 0:00,15.830915
1/1/2020 0:00,16.001661
1/2/2020 0:00,16.518294
1/3/2020 0:00,24.639388
1/4/2020 0:00,19.387752
1/5/2020 0:00,21.959523
1/6/2020 0:00,16.594721
1/7/2020 0:00,17.899463
1/8/2020 0:00,25.315611
1/9/2020 0:00,21.653342
1/10/2020 0:00,21.870543
1/11/2020 0:00,18.539892
1/12/2020 0:00,26.558777
1/13/2020 0:00,18.409773
1/14/2020 0:00,16.356769
1/15/2020 0:00,24.640138
1/16/2020 0:00,17.348585
1/17/2020 0:00,24.117705
1/18/2020 0:00,34.186269
1/19/2020 0:00,31.806397
1/20/2020 0:00,31.918529
1/21/2020 0:00,30.285325
1/22/2020 0:00,18.614503
1/23/2020 0:00,16.620688
1/24/2020 0:00,20.46376
1/25/2020 0:00,16.242869
