Unix timestamp,STD Date Time,Quantity
"1,672,908,300",1/5/2023 8:45,0.14
"1,672,909,200",1/5/2023 9:00,0.14
"1,672,910,100",1/5/2023 9:15,0.14
"1,672,911,000",1/5/2023 9:30,0.14
"1,672,911,900",1/5/2023 9:45,0.14
"1,672,912,800",1/5/2023 10:00,0.14
"1,672,913,700",1/5/2023 10:15,0.14
"1,672,914,600",1/5/2023 10:30,0.14
"1,672,915,500",1/5/2023 10:45,0.14
"1,672,916,400",1/5/2023 11:00,0.14
"1,672,917,300",1/5/2023 11:15,0.14
"1,672,918,200",1/5/2023 11:30,0.14
"1,672,919,100",1/5/2023 11:45,0.14
"1,672,920,000",1/5/2023 12:00,0.14
"1,672,920,900",1/5/2023 12:15,0.14
"1,672,921,800",1/5/2023 12:30,0.14
"1,672,922,700",1/5/2023 12:45,0.14
"1,672,923,600",1/5/2023 13:00,0.14
"1,672,924,500",1/5/2023 13:15,0.14
"1,672,925,400",1/5/2023 13:30,0.14
"1,672,926,300",1/5/2023 13:45,0.14
"1,672,927,200",1/5/2023 14:00,0.14
"1,672,928,100",1/5/2023 14:15,0.14
"1,672,929,000",1/5/2023 14:30,0.14
"1,672,929,900",1/5/2023 14:45,0.14
"1,672,930,800",1/5/2023 15:00,0.14
"1,672,931,700",1/5/2023 15:15,0.14
"1,672,932,600",1/5/2023 15:30,0.14
"1,672,933,500",1/5/2023 15:45,0.14
"1,672,934,400",1/5/2023 16:00,0.14
"1,672,935,300",1/5/2023 16:15,0.14
"1,672,936,200",1/5/2023 16:30,0.14
"1,672,937,100",1/5/2023 16:45,0.14
"1,672,938,000",1/5/2023 17:00,0.14
"1,672,938,900",1/5/2023 17:15,0.14
"1,672,939,800",1/5/2023 17:30,0.14
"1,672,940,700",1/5/2023 17:45,0.14
"1,672,941,600",1/5/2023 18:00,0
"1,672,942,500",1/5/2023 18:15,0
"1,672,943,400",1/5/2023 18:30,0
"1,672,944,300",1/5/2023 18:45,0
"1,672,945,200",1/5/2023 19:00,0
"1,672,946,100",1/5/2023 19:15,0
"1,672,947,000",1/5/2023 19:30,0
"1,672,947,900",1/5/2023 19:45,0
"1,672,948,800",1/5/2023 20:00,0
"1,672,949,700",1/5/2023 20:15,0
"1,672,950,600",1/5/2023 20:30,0
"1,672,951,500",1/5/2023 20:45,0
"1,672,952,400",1/5/2023 21:00,0
"1,672,953,300",1/5/2023 21:15,0
"1,672,954,200",1/5/2023 21:30,0
"1,672,955,100",1/5/2023 21:45,0
"1,672,956,000",1/5/2023 22:00,0
"1,672,956,900",1/5/2023 22:15,0
"1,672,957,800",1/5/2023 22:30,0
"1,672,958,700",1/5/2023 22:45,0
"1,672,959,600",1/5/2023 23:00,0
"1,672,960,500",1/5/2023 23:15,0
"1,672,961,400",1/5/2023 23:30,0
"1,672,962,300",1/5/2023 23:45,0
"1,672,963,200",1/6/2023 0:00,0
"1,672,964,100",1/6/2023 0:15,0
"1,672,965,000",1/6/2023 0:30,0
"1,672,965,900",1/6/2023 0:45,0
"1,672,966,800",1/6/2023 1:00,0
"1,672,967,700",1/6/2023 1:15,0
"1,672,968,600",1/6/2023 1:30,0
"1,672,969,500",1/6/2023 1:45,0
"1,672,970,400",1/6/2023 2:00,0
"1,672,971,300",1/6/2023 2:15,0
"1,672,972,200",1/6/2023 2:30,0
"1,672,973,100",1/6/2023 2:45,0
"1,672,974,000",1/6/2023 3:00,0
"1,672,974,900",1/6/2023 3:15,0
"1,672,975,800",1/6/2023 3:30,0
"1,672,976,700",1/6/2023 3:45,0
"1,672,977,600",1/6/2023 4:00,0
"1,672,978,500",1/6/2023 4:15,0
"1,672,979,400",1/6/2023 4:30,0
"1,672,980,300",1/6/2023 4:45,0
"1,672,981,200",1/6/2023 5:00,0
"1,672,982,100",1/6/2023 5:15,0
"1,672,983,000",1/6/2023 5:30,0
"1,672,983,900",1/6/2023 5:45,0
"1,672,984,800",1/6/2023 6:00,0.14
"1,672,985,700",1/6/2023 6:15,0.14
"1,672,986,600",1/6/2023 6:30,0.14
"1,672,987,500",1/6/2023 6:45,0.14
"1,672,988,400",1/6/2023 7:00,0.14
"1,672,989,300",1/6/2023 7:15,0.14
"1,672,990,200",1/6/2023 7:30,0.14
"1,672,991,100",1/6/2023 7:45,0.14
"1,672,992,000",1/6/2023 8:00,0.14
"1,672,992,900",1/6/2023 8:15,0.14
"1,672,993,800",1/6/2023 8:30,0.14
"1,672,994,700",1/6/2023 8:45,0.14
"1,672,995,600",1/6/2023 9:00,0.14
"1,672,996,500",1/6/2023 9:15,0.14
"1,672,997,400",1/6/2023 9:30,0.14
"1,672,998,300",1/6/2023 9:45,0.14
"1,672,999,200",1/6/2023 10:00,0.14
"1,673,000,100",1/6/2023 10:15,0.14
"1,673,001,000",1/6/2023 10:30,0.14
"1,673,001,900",1/6/2023 10:45,0.14
"1,673,002,800",1/6/2023 11:00,0.14
"1,673,003,700",1/6/2023 11:15,0.14
"1,673,004,600",1/6/2023 11:30,0.14
"1,673,005,500",1/6/2023 11:45,0.14
"1,673,006,400",1/6/2023 12:00,0.14
"1,673,007,300",1/6/2023 12:15,0.14
"1,673,008,200",1/6/2023 12:30,0.14
"1,673,009,100",1/6/2023 12:45,0.14
"1,673,010,000",1/6/2023 13:00,0.14
"1,673,010,900",1/6/2023 13:15,0.14
"1,673,011,800",1/6/2023 13:30,0.14
"1,673,012,700",1/6/2023 13:45,0.14
"1,673,013,600",1/6/2023 14:00,0.14
"1,673,014,500",1/6/2023 14:15,0.14
"1,673,015,400",1/6/2023 14:30,0.14
"1,673,016,300",1/6/2023 14:45,0.14
"1,673,017,200",1/6/2023 15:00,0.14
"1,673,018,100",1/6/2023 15:15,0.14
"1,673,019,000",1/6/2023 15:30,0.14
